DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200316947,09/06/2020 12:00:00 AM,08/26/2020 12:00:00 AM,1100,3,Southwest,314,2,662,"BUNCO, GRAND THEFT",0100 0344 0701 0800 1202 1822,88,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,3800 W  ADAMS                        BL,,34.0326,-118.3267
201109404,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1330,11,Northeast,1135,1,330,BURGLARY FROM VEHICLE,0344,37,M,J,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,3500    DIVISION                     ST,,34.1164,-118.2332
200907128,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2117,9,Van Nuys,911,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0429,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,7000 N  SEPULVEDA                    BL,,34.1938,-118.4702
200811190,06/27/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1200,8,West LA,827,1,310,BURGLARY,0344 2004 1605 1822,0,X,X,702,OFFICE BUILDING/OFFICE,,,AO,Adult Other,310,,,,11600    SAN VICENTE                  BL,,34.0536,-118.4662
201012441,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,530,10,West Valley,1007,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8100    PASO ROBLES                  AV,,34.2172,-118.5024
201015717,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,617,10,West Valley,1035,1,310,BURGLARY,1822 1602 0344 0324 1420,37,M,O,248,CELL PHONE STORE,,,IC,Invest Cont,310,,,,6700    RESEDA                       BL,,34.1925,-118.536
201008306,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,2330,10,West Valley,1063,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0416 1414 1822,54,M,A,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5600    RESEDA                       BL,,34.1724,-118.536
201013558,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1000,10,West Valley,1023,2,354,THEFT OF IDENTITY,1822,58,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18800    VANOWEN                      ST,,34.194,-118.5481
200120935,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,1230,1,Central,171,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 1251,21,M,H,101,STREET,,,IC,Invest Cont,330,,,,900    FRANCISCO                    ST,,34.0465,-118.265
200912527,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,200,9,Van Nuys,937,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1814 0416,28,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,13800    VICTORY                      BL,,34.1867,-118.434
201112456,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,50,11,Northeast,1132,1,310,BURGLARY,1609 1822 0358 0344,0,X,X,203,OTHER BUSINESS,305.0,FIXED OBJECT,IC,Invest Cont,310,,,,3000    ROWENA                       AV,,34.1141,-118.2755
200811106,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1740,8,West LA,835,2,624,BATTERY - SIMPLE ASSAULT,1803 0444,43,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000    GLENDON                      AV,,34.0458,-118.432
200114655,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,1715,1,Central,176,1,210,ROBBERY,1218 2004 0344 0429 0448 0334 1414 1822,34,M,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,7TH,MAPLE,34.0425,-118.2493
202017533,11/23/2020 12:00:00 AM,11/13/2020 12:00:00 AM,2200,20,Olympic,2054,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 S  HARVARD                      BL,,34.0536,-118.3042
201813517,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1300,18,Southeast,1862,1,761,BRANDISH WEAPON,0913 0361 0334 0421,59,M,B,108,PARKING LOT,207.0,OTHER KNIFE,AO,Adult Other,761,,,,100 E  120TH                        ST,,33.9237,-118.2739
201814041,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,2030,18,Southeast,1844,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 0334 0319 0913 1817,30,F,H,121,YARD (RESIDENTIAL/BUSINESS),302.0,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,800 E  109TH                        ST,,33.9373,-118.2609
202009064,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,2345,20,Olympic,2034,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0913 1813 0444 0429 0408 0448 0419 0400,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,700 S  NORMANDIE                    AV,,34.0596,-118.3022
201816523,09/01/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1430,18,Southeast,1871,2,666,"BUNCO, ATTEMPT",1822 0701,51,F,B,108,PARKING LOT,,,IC,Invest Cont,666,,,,14100 S  VERMONT                      AV,,33.9034,-118.2916
201912007,07/11/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1200,19,Mission,1962,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,9300    NOBLE                        AV,,34.2392,-118.461
211306405,02/23/2021 12:00:00 AM,07/11/2020 12:00:00 AM,1200,13,Newton,1377,2,354,THEFT OF IDENTITY,1202 0800 1822,64,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 E  55TH                         ST,,33.993,-118.2478
201918333,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,730,19,Mission,1911,2,354,THEFT OF IDENTITY,1822 0377,43,F,O,101,STREET,,,AA,Adult Arrest,354,,,,SAN FERNANDO                 RD,KADOTA                       ST,34.3107,-118.4741
202108845,05/01/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1900,21,Topanga,2177,2,664,"BUNCO, PETTY THEFT",0701 0344 1900,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,21600    CALIFA                       ST,,34.1773,-118.6001
210605385,12/15/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1,6,Hollywood,638,2,354,THEFT OF IDENTITY,1822,43,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6000    FRANKLIN                     AV,,0.0,0.0
201210447,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,443,12,77th Street,1265,1,330,BURGLARY FROM VEHICLE,1609 1822 1307,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,330,,,,1000 W  MANCHESTER                   AV,,33.96,-118.2919
201504390,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1900,15,N Hollywood,1543,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0397,30,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,341,,,,5200    VANTAGE                      AV,,34.1649,-118.3982
201208407,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1915,12,77th Street,1248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0431 0913 1817,17,F,B,501,SINGLE FAMILY DWELLING,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,900 W  64TH                         ST,,33.981,-118.2892
201218511,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,800,12,77th Street,1258,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,35,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,7600 S  BROADWAY,,33.9703,-118.2783
201218375,08/12/2020 12:00:00 AM,08/12/2020 12:00:00 AM,55,12,77th Street,1249,2,624,BATTERY - SIMPLE ASSAULT,1309 0342 0371 0444 0429 0416 0446 0326 1822,21,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,W  65TH                         ST,S  FIGUEROA                     ST,33.9806,-118.2827
201312267,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1700,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 E  18TH                         ST,,34.0262,-118.2518
201815721,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,145,18,Southeast,1827,1,330,BURGLARY FROM VEHICLE,1822 0344 0385,38,M,H,101,STREET,,,IC,Invest Cont,330,,,,E  92ND                         ST,ANZAC                        AV,33.9533,-118.2374
202110786,06/23/2020 12:00:00 AM,06/19/2020 12:00:00 AM,30,21,Topanga,2159,1,310,BURGLARY,0344 1202,67,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19800    GILMORE                      ST,,34.1875,-118.5647
202008729,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1425,20,Olympic,2071,2,624,BATTERY - SIMPLE ASSAULT,0416 0603 0429,55,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1300 S  VAN NESS                     AV,,34.0472,-118.3157
201305630,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,215,13,Newton,1364,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1402 1822,18,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,251,998.0,,,1200 E  47TH                         ST,,34.0011,-118.2543
202011559,06/29/2020 12:00:00 AM,06/27/2020 12:00:00 AM,630,20,Olympic,2001,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,29,F,J,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,MELROSE                      AV,N  VAN NESS                     AV,34.0835,-118.3157
210705079,12/21/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1345,7,Wilshire,734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,26,F,A,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,300 S  FULLER                       AV,,34.0678,-118.3518
201515073,09/11/2020 12:00:00 AM,09/05/2020 12:00:00 AM,2150,15,N Hollywood,1521,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,7000    FULTON                       AV,,34.1976,-118.4225
201715269,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,930,17,Devonshire,1766,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 0344 1202 0394,64,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,19200    KINZIE                       ST,,34.2483,-118.5523
201306585,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1800,13,Newton,1343,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0913 0344 0302 0443,52,F,H,102,SIDEWALK,102.0,HAND GUN,AO,Adult Other,230,,,,AVALON                       BL,MARTIN LUTHER KING JR        BL,34.0111,-118.2653
202018972,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,600,20,Olympic,2088,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    ORCHARD                      AV,,34.043,-118.2885
201817866,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,2100,18,Southeast,1863,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 1300 2034 0445 0416 0443 0202,29,F,H,107,VACANT LOT,308.0,STICK,IC,Invest Cont,230,,,,116TH                        ST,SAN PEDRO,33.9292,-118.2696
201506179,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2320,15,N Hollywood,1599,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0444,57,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,7300    WOODROW WILSON               DR,,34.1226,-118.3515
201308740,03/26/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1245,13,Newton,1375,2,354,THEFT OF IDENTITY,0100,38,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,1300 E  55TH                         ST,,33.993,-118.2521
212113168,08/26/2021 12:00:00 AM,12/02/2020 12:00:00 AM,1350,21,Topanga,2175,2,354,THEFT OF IDENTITY,1822 0930,43,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,22100    BURBANK                      BL,,34.172,-118.6076
201918540,12/29/2020 12:00:00 AM,12/28/2020 12:00:00 AM,1600,19,Mission,1917,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,13000    DRONFIELD                    AV,,34.3107,-118.4409
201610549,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2120,16,Foothill,1685,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0417,51,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7600 N  LANKERSHIM                   BL,,34.2085,-118.3878
201207871,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,5,12,77th Street,1241,1,820,ORAL COPULATION,1402 1415 2000 1823 0913 0512 0515 0521 0540 1218,45,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,820,,,,6200    11TH                         AV,,33.9837,-118.3294
202007509,03/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2330,20,Olympic,2041,1,210,ROBBERY,0334 0449 0344 0342 0432 0327,31,M,K,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,W  9TH                          ST,WESTCHESTER                  PL,34.0559,-118.3155
202110416,06/12/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1640,21,Topanga,2189,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1420 0325,35,M,X,404,DEPARTMENT STORE,,,AO,Adult Other,343,,,,20800 W  VENTURA                      BL,,34.1664,-118.5863
201308278,03/16/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1600,13,Newton,1309,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,1400 S  ALAMEDA                      ST,,34.0255,-118.2392
201600863,12/05/2020 12:00:00 AM,12/04/2020 12:00:00 AM,2050,16,Foothill,1677,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1300 1309 1402 1407,0,M,A,101,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753,998.0,,,9900    EDMORE                       PL,,34.2183,-118.3468
202011460,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1200,20,Olympic,2034,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1251 0553 0446 0445 1258,12,M,B,501,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,,,,700 S  ARDMORE                      AV,,34.0581,-118.302
201914659,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,554,19,Mission,1983,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,66,M,H,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,740,,,,8600    BURNET                       AV,,34.2275,-118.4633
201213190,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1400,12,77th Street,1249,2,850,INDECENT EXPOSURE,0529 1822,28,F,H,102,SIDEWALK,,,AA,Adult Arrest,850,,,,FIGUEROA                     AV,FLORENCE                     AV,33.9747,-118.2827
202116959,12/13/2020 12:00:00 AM,12/12/2020 12:00:00 AM,2300,21,Topanga,2172,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,23300    BURBANK                      BL,,34.1719,-118.6342
202105274,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,830,21,Topanga,2175,1,310,BURGLARY,1606 0344 0321 0352 1202,74,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,22700    COLLINS                      ST,,34.1739,-118.6212
201605176,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,435,16,Foothill,1621,1,330,BURGLARY FROM VEHICLE,1300 1822 0344,33,M,H,101,STREET,,,IC,Invest Cont,330,,,,10600    HADDON                       AV,,34.2627,-118.4304
201904789,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,2005,19,Mission,1994,1,210,ROBBERY,1822 0344 0945 0416,33,M,O,202,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8100    VAN NUYS                     BL,,34.2184,-118.4547
201910634,06/07/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1930,19,Mission,1961,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,SEPULVEDA,TUPPER,34.2392,-118.4677
202006287,02/17/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1110,20,Olympic,2021,1,310,BURGLARY,0344,0,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,4200    WILSHIRE                     BL,,34.0653,-118.3183
201414275,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1715,14,Pacific,1409,1,480,BIKE - STOLEN,0397 0344,27,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,3700    BAGLEY                       AV,,34.0259,-118.3955
201812589,06/15/2020 12:00:00 AM,06/11/2020 12:00:00 AM,2000,18,Southeast,1838,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SANTA ANA,LOU DILLON,33.9365,-118.2348
201414603,07/28/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1230,14,Pacific,1452,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,34,M,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,4400    VIA MARINA,,33.9664,-118.4546
201317139,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,1600,13,Newton,1362,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0448 0429,25,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 E  47TH                         ST,,34.0007,-118.2696
201500993,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,150,15,N Hollywood,1529,2,943,CRUELTY TO ANIMALS,1402,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,943,,,,6200    VINELAND                     AV,,34.1831,-118.3703
201821028,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1230,18,Southeast,1829,1,330,BURGLARY FROM VEHICLE,0344 1402 1822 1607 0329,36,M,B,101,STREET,,,AA,Adult Arrest,330,998.0,,,LAUREL                       RD,97TH                         ST,33.9483,-118.2309
202016765,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,905,20,Olympic,2074,2,624,BATTERY - SIMPLE ASSAULT,0603 0913 0417 0416 0446 2021,54,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1600    ROOSEVELT                    AV,,34.0405,-118.3018
201615590,12/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,2200,16,Foothill,1642,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822 1309,35,M,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,13500    VAN NUYS                     BL,,34.2621,-118.4276
202114488,10/05/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1915,21,Topanga,2158,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344,44,M,W,203,OTHER BUSINESS,,,AO,Adult Other,668,,,,6300    VARIEL                       AV,,34.1845,-118.5928
201818152,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,945,18,Southeast,1829,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 1300 1310 1313 0416 0446,43,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2100 E  102ND                        ST,,33.9439,-118.2354
201606832,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1800,16,Foothill,1612,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,70,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,420,,,,13300    LOUVRE                       ST,,34.2722,-118.4227
201812588,06/15/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1530,18,Southeast,1861,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0356 0416,28,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,118TH                        ST,FIGUEROA                     ST,33.9261,-118.2826
201819204,10/20/2020 12:00:00 AM,10/19/2020 12:00:00 AM,2100,18,Southeast,1834,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,108TH                        ST,CENTRAL                      AV,33.9383,-118.2542
201412000,06/08/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1500,14,Pacific,1454,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,4900    MCCONNELL                    AV,,33.9832,-118.4327
211404564,01/11/2021 12:00:00 AM,10/15/2020 12:00:00 AM,1040,14,Pacific,1405,2,354,THEFT OF IDENTITY,1501,30,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    IRENE                        ST,,34.0299,-118.412
201301151,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,2120,13,Newton,1344,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800 E  42ND                         ST,,34.0075,-118.2643
201908126,03/27/2020 12:00:00 AM,03/26/2020 12:00:00 AM,310,19,Mission,1919,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,12300    GLADSTONE                    AV,,34.2931,-118.4102
201914307,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1950,19,Mission,1913,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,50,M,H,104,DRIVEWAY,,,AA,Adult Arrest,740,,,,14800    POLK                         ST,,34.3089,-118.4613
201710164,06/18/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1400,17,Devonshire,1785,1,310,BURGLARY,0375 1609 0344,0,X,X,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,9000    RESEDA                       BL,,34.2337,-118.5361
211508634,04/29/2021 12:00:00 AM,04/01/2020 12:00:00 AM,1200,15,N Hollywood,1549,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 1820 0507 1259 1206 0510 0533,14,F,H,101,STREET,,,IC,Invest Cont,810,,,,CHANDLER,CLYBOURN                     AV,34.1689,-118.3564
201912543,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,400,19,Mission,1917,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0421 0913 1813 0906 1816,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930,,,,13100    BROMONT                      AV,,34.3088,-118.4353
201318168,10/09/2020 12:00:00 AM,07/28/2020 12:00:00 AM,800,13,Newton,1317,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1200    NAOMI                        AV,,34.0275,-118.2449
202016423,10/27/2020 12:00:00 AM,10/08/2020 12:00:00 AM,2000,20,Olympic,2055,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3100    SAN MARINO                   ST,,34.0545,-118.2972
201609778,06/08/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1500,16,Foothill,1664,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11600    SHELDON                      ST,,34.2458,-118.3849
201412630,06/18/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1030,14,Pacific,1494,1,330,BURGLARY FROM VEHICLE,1822 0358 0344 1300,60,M,W,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,100    WORLD                        WY,,33.9451,-118.4029
201915727,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,1956,19,Mission,1998,1,761,BRANDISH WEAPON,1402 0443 1218 0913 1817 0334 2004,54,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",204.0,FOLDING KNIFE,AA,Adult Arrest,761,930.0,998.0,,ROSCOE,HAZELTINE,34.2216,-118.4404
201918160,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1130,19,Mission,1954,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 1805 0329 1402,30,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,740,998.0,,,9900    NORWICH                      AV,,34.2509,-118.4599
